question,options,right_answer
"中国将高举和平、发展、合作、共赢的旗帜,恪守维护世界和平、促进共同发展的外交政策宗旨,坚定不移在和平共处五项原则基础上发展同各国的友好合作,推动建设相互尊重、公平正义、合作共赢的新型国际关系.","['正确', '错误']",['正确']
"调整经济(),转变经济发展方式,推进供给侧结构性改革.","['供给侧', '结构', '市场', '规范']",['结构']
以()为中心是新时代坚持和发展中国特色社会主义基本立场,"['公民', '人民', '世界各国', '经济发展']",['人民']
"完善中国特色社会主义法律体系,加强法律(),实现国家各项工作法治化.","['保障工作', '规范制度', '监督职能', '实施工作']",['实施工作']
"习近平在庆祝香港回归祖国二十周年大会指出,中华人民共和国()和香港特别行政区基本法共同构成香港特别行政区的宪制基础","['商法', '刑法', '民法', '宪法']",['宪法']
"习近平总书记在第十八届中央纪律检查委员会第六次全体会议上的讲话上强调,强化()监督,发挥巡视利剑作用.","['国内', '国外', '党内', '党外']",['党内']
"中俄互设文化中心,成立联合大学,制定了2020年互派留学生规模达到()万人的目标.","['5', '10', '15', '20']",['10']
"我国需要坚持陆海统筹,加快建设海洋强国.","['正确', '错误']",['正确']
"中国要坚持()主义,不搞单边主义；要奉行双赢、多赢、共赢的新理念,扔掉我赢你输、赢者通吃的旧思维.","['独裁', '多变', '形式', '现实']",['多变']
".生活奢靡、贪图享乐、追求低级趣味,造成不良影响的,给予警告或者严重警告处分;情节严重的,给予()处分.","['开除党籍', '留党察看', '撤销党内职务', '撤销党内职务']",['撤销党内职务']
"《中国共产党纪律处分条例》规定,在案件的()过程中,涉嫌违纪的党员能够配合调查工作,如实坦白组织已掌握的其本人主要违纪事实的,可以从轻处分.","['审理', '处理', '.初核、立案调查', '结案']",['.初核、立案调查']
"中俄正在积极开展联合研制远程宽体客机和()型直升机等战略性大项目合作,致力于提升两国综合国力和国际竞争力.","['中', '小', '轻', '重']",['重']
"习近平总书记在()报刊上发表文章《弘扬红船精神,走在时代前列》","['人民日报', '中国日报', '中国青年报', '光明日报']",['光明日报']
马克思主义的第二次飞跃发生在()以后,"['十一届三中全会', '八七会议', '遵义会议', '十九大']",['十一届三中全会']
党内政治生活正常开展的根本保证是(),"['党在社会主义初级阶段的基本路线', '坚定理想信念', '纪律严明', '坚决维护党中央权威']",['党在社会主义初级阶段的基本路线']
经济建设要显著增强我国经济质量优势.,"['正确', '错误']",['正确']
"推动中华优秀传统文化创造性转化、创新性发展,继承革命文化,发展社会主义先进文化,提高国家文化().","['硬实力', '软实力', '综合实力', '国际影响力']",['软实力']
"习近平在二〇二二年新年贺词中指出,七月一日,我们隆重庆祝中国共产党成立一百周年.站在天安门城楼上感慨系之,历史征程风云激荡,中国共产党人带领亿万人民经千难而百折不挠、历万险而矢志不渝,成就了百年大党的恢宏气象.(),方得始终.我们唯有()、(),方能不负历史、不负时代、不负人民.","['不忘初心', '踔厉奋发', '笃行不怠']","['不忘初心', '踔厉奋发', '笃行不怠']"
国际刑警组织是全球覆盖范围最大、成员数量最多、代表性最广的国际执法合作组织.,"['正确', '错误']",['正确']
党章总纲指出:()是我们党执政兴国的第一要务.,"['发展', '开放', '改革']",['发展']
留党察看最长不超过()年.,"['1年', '2年', '3年', '半年']",['2年']
"共产党员有权参加党的有关会议,阅读党的有关文件,().","['接受党的教育和培训', '接受党的培训和轮训', '接受党的教育和考察', '接收党的培训和考察']",['接收党的培训和考察']
"要深化文化体制改革,完善文化管理体制,加快构建把()放在首位、()和()相统一的体制机制.","['社会效益社会效益经济效益', '社会效益经济效益生态效益', '生态效益经济效益社会效益', '经济效益社会效益生态效益']",['社会效益社会效益经济效益']
"习近平总书记多次提出中俄关系处于历史最好时期,这体现在()方面？","['四', '五', '六', '七']",['五']
"凡是成立党的新组织,或是撤销党的原有组织,必须由()党组织决定.","['上级', '同级', '下级', '本级']",['上级']
"《党章》规定,党的各级领导干部要正确行使人民赋予的权力,(),依法办事,清正廉洁,勤政为民,以身作则,艰苦朴素,密切联系群众,坚持党的群众路线,自觉地接受党和群众的批评和监督","['追求卓越', '坚持原则', '稳重为先', '量力而为']",['坚持原则']
和平共处五项原则已经成为国际关系基本准则和国际法基本原则,"['正确', '错误']",['正确']
"中国将继续高举和平、()、合作、共赢的旗帜,始终不渝走和平发展道路、奉行互利共赢的开放战略","['绿色', '协调', '开放', '发展']",['发展']
"党的十六大闭幕不久,()同志带领中央书记处的同志去西柏坡重温毛泽东同志的两个务必重要讲话","['胡锦涛', '邓小平', '江泽民', '习近平']",['胡锦涛']
"全面建设小康社会新的目标要求中提到,要使我国现行标准下农村贫困人口实现脱贫,贫困县全部摘帽,解決区域性()贫困.","['整体', '部分', '个别']",['整体']
中共一大参会的有几个代表？(),"['10', '7', '12', '13']",['13']
"人类只有一个地球,各国共处一个世界.共同发展是持续发展的重要基础,符合各国人民长远利益和根本利益.","['正确', '错误']",['正确']
"严重触犯刑律的中央委员会委员、候补委员,由()决定开除其党籍.","['中央政治局', '中央委员会', '国家主席', '全国人民代表大会']",['中央政治局']
"中国人民正在努力实现中华民族伟大复兴的中国梦,同时愿意支持和帮助亚洲各国人民实现各自的美好梦想,同各方一道努力实现持久和平、共同发展的亚洲梦,为促进人类和平与发展的崇高事业作出新的更大的贡献.","['正确', '错误']",['正确']
"发展社会主义民主政治就是要体现党意志、保障党权益、激发人民创造活力,用制度体系保证人民当家作主","['正确', '错误']",['错误']
"我国正在加强国家创新体系建设,强化战略创新力量.","['正确', '错误']",['错误']
"“领导和团结全国各族人民,以经济建设为中心,坚持四项基本原则,坚持改革开放,自力更生,艰苦创业,为把我国建设成为富强民主文明和谐美丽的社会主义现代化强国而奋斗.”是中国共产党在社会主义初级阶段的().","['总路线', '总方针', '基本国策', '基本路线']",['基本路线']
要实行最()的生态环境保护制度.,"['严厉', '严格', '严密', '严苛']",['严格']
我国需要深化改革加快()等老工业基地振兴.,"['西北', '东北', '中北', '东南']",['东北']
"中国特色社会主义道路是实现社会主义现代化、创造人民美好生活的必由之路,中国特色社会主义理论体系是指导党和人民实现中华民族伟大复兴的正确理论,中国特色社会主义制度是当代中国发展进步的根本制度保障,中国特色社会主义文化是激励全党全国各族人民奋勇前进的强大精神力量.","['正确', '错误']",['正确']
党的各级代表大会由党的()委员会召集.,"['同级', '上级', '下级', '地方']",['同级']
"改革开放压茬拓展改革广度和深度,推出五百多项改革举措.","['正确', '错误']",['错误']
"习近平总书记同中非合作论坛前任和新任非方共同主席国元首会晤中提出,非洲是发展中国家最集中的大陆","['正确', '错误']",['正确']
"文艺工作者应该牢记,()是自己的中心任务,()是自己的立身之本,要静下心来、精益求精搞创作,把最好的精神食粮奉献给人民.","['创作；声望', '创作；作品', '创新；声望', '创新；作品']",['创作；作品']
"习近平在纪念邓小平同志诞辰110周年座谈会上提出,()问题是一个政党、一个国家的根本性问题","['人民问题', '和平问题', '经济问题', '战略问题']",['战略问题']
"追认党员必须由所在单位党组织讨论决定后,经上级党委审查,报()批准.","['中央', '省一级党委', '市级党委', '县级党委']",['省一级党委']
"在十九大会议中,在生态文明领域,提到要加大对什么的保护力度？","['生态文明', '生态系统', '生态环境', '绿色生态']",['生态系统']
"习近平总书记在纪念新华社成立会议上指出,1937年红色中华通讯社在()正式改名为新华社","['瑞金', '延安', '西柏坡', '遵义']",['延安']
"工作是党的一项极端重要的工作,事关党的前途命运,事关国家长治久安,事关民族凝聚力和向心力","['思想政治', '意识形态', '思想宣传', '理论创新']",['意识形态']
"十九大胜利闭幕,习近平新时代中国特色社会主义思想写入党章,该思想的内核是().","['“八个坚持、十四个明确”', '“十四个明确、十四个坚持”', '“八个明确、八个坚持”', '“八个明确、十四个坚持”']",['“八个明确、十四个坚持”']
"当前,国际形势继续发生深刻复杂变化.世界各国相互联系日益紧密、相互依存日益加深,遍布全球的众多发展中国家、几十亿人口正在努力走向现代化,和平、发展、合作、共赢的时代潮流更加强劲.","['正确', '错误']",['正确']
发展是党执政兴国的第一要务,"['正确', '错误']",['正确']
"中国是茶的故乡,()国则将下午茶文化发挥到极致","['英', '美', '俄', '日']",['英']
"&nbsp;全面贯彻党的宗教工作基本方针,团结信教群众为()发展作贡献.","['经济', '社会', '社会经济', '经济社会']",['经济社会']
"现在,我们比历史上任何时期都更接近的目标,比历史上任何时期都更有信心、有能力实现这个目标.","['中华民族伟大复兴', '全面建成小康社会', '四个现代化', '实现社会主义现代化']",['中华民族伟大复兴']
"“橘生淮南则为橘,生于淮北则为枳,叶徒相似,其实味不同.所以然者何？水土异也.”世界是多向度发展的,世界历史更不是单线式前进的.","['正确', '错误']",['正确']
共同富裕是中国特色社会主义的,"['基本原则', '一般原则', '根本原则', '重要原则']",['根本原则']
